UUID,putaway zone,volume
A026746,OPT-C-01-04,10836
A026747,OPT-C-01-04,864
A026748,OPT-C-01-04,69342.7
A026749,OPT-C-01-04,864
A026750,OPT-B-01-04,70292.6
A026751,OPT-C-01-04,167.508
A026752,OPT-C-01-04,1504
A026753,OPT-A-01-04,1435
A026754,OPT-C-01-04,1319.9
A026755,OPT-C-01-04,630
A026756,OPT-C-01-04,2009
A026757,OPT-B-01-04,35340
A026758,OPT-C-01-04,1376
A026759,OPT-B-01-04,1435
A026760,OPT-C-01-04,761.25
A026761,OPT-C-01-04,1824
A026762,OPT-C-01-04,630
A026763,OPT-C-01-04,5184
A026764,OPT-C-01-04,22005.375
A026765,OPT-B-05-07,0
A026766,OPT-C-05-07,3071.25
A026767,OPT-C-01-04,24000
A026768,OPT-C-01-04,5184
A026769,OPT-C-01-04,1065
A026770,OPT-B-01-04,22005.375
A026771,OPT-C-01-04,3727.5
A026772,OPT-C-01-04,24000
A026773,OPT-C-05-07,24000
A026774,OPT-C-05-07,506.25
A026775,OPT-C-01-04,2604
A026776,OPT-C-05-07,3576
A026777,OPT-C-01-04,220
A026778,OPT-C-01-04,202
A026779,OPT-C-01-04,222.705
A026780,OPT-C-01-04,1455.3
A026781,OPT-C-01-04,440
A026782,OPT-C-01-04,1026
A026783,OPT-B-01-04,306
A026784,OPT-AAAA-01-04,972
A026785,OPT-A-01-04,630
A026786,OPT-AAAA-01-04,0
A026787,OPT-C-01-04,341.25
A026788,OPT-A-01-04,258.944
A026789,OPT-B-01-04,176
A026790,OPT-B-01-04,315
A026791,OPT-AAA-01-04,567.72
A026792,OPT-AAAA-01-04,918
A026793,OPT-C-01-04,357
A026794,OPT-AA-01-04,315
A026795,OPT-B-01-04,381.42
A026796,OPT-B-01-04,302.25
A026797,OPT-C-01-04,834.9
A026798,OPT-A-01-04,834.9
A026799,OPT-A-01-04,381.42
A026800,OPT-C-01-04,325.5
A026801,OPT-AA-01-04,288
A026802,OPT-B-01-04,567.72
A026803,OPT-A-01-04,11448
A026804,OPT-B-01-04,1488.375
A026805,OPT-A-01-04,1488.375
A026806,MERAKEZET,1000
A026807,OPT-A-05-07,1000
A026808,OPT-A-01-04,990
A026809,OPT-C-05-07,3825
A026810,OPT-B-05-07,3825
A026811,OPT-B-05-07,0
A026812,OPT-C-05-07,1460
A026813,OPT-A-01-04,3520
A026814,OPT-A-01-04,486
A026815,OPT-C-05-07,1168
A026816,OPT-B-07-11,1168
A026817,OPT-C-01-04,770
A026818,OPT-C-05-07,2117.5
A026819,OPT-C-05-07,26185.5
A026820,OPT-C-01-04,1488.375
A026821,OPT-C-01-04,206
A026822,OPT-B-01-04,11448
A026823,OPT-B-01-04,1488.375
A026824,OPT-A-01-04,1488.375
A026825,OPT-C-05-07,5362.5
A026826,OPT-B-01-04,5712
A026827,HIVE,0
A026828,OPT-A-05-07,5712
A026829,OPT-A-01-04,1400
A026830,OPT-C-05-07,3825
A026831,OPT-B-05-07,3825
A026832,OPT-B-05-07,0
A026833,OPT-C-05-07,1460
A026834,OPT-A-05-07,1460
A026835,OPT-A-01-04,161700
A026836,OPT-C-01-04,960
A026837,OPT-C-01-04,2103.75
A026838,OPT-C-05-07,26185.5
A026839,OPT-C-01-04,1488.375
A026840,OPT-C-01-04,3150
A026841,OPT-C-01-04,90
A026842,OPT-B-01-04,0
A026843,OPT-C-01-04,189
A026844,OPT-C-01-04,18
A026845,OPT-C-01-04,1690
A026846,OPT-B-01-04,2880
A026847,OPT-B-01-04,2430
A026848,OPT-B-01-04,600.875
A026849,OPT-B-01-04,1350
A026850,OPT-C-01-04,1500
A026851,OPT-A-01-04,1000
A026852,OPT-B-01-04,316.8
A026853,OPT-AAA-01-04,0
A026854,OPT-B-01-04,2720
A026855,OPT-B-01-04,2720
A026856,OPT-B-01-04,3240
A026857,OPT-C-01-04,780
A026858,OPT-A-01-04,1043.406
A026859,OPT-B-01-04,72.38
A026860,OPT-B-01-04,720
A026861,OPT-C-01-04,2430
A026862,OPT-C-01-04,784
A026863,OPT-C-01-04,331.2
A026864,OPT-C-01-04,10080
A026865,OPT-A-01-04,8575
A026866,OPT-C-01-04,223.6
A026867,OPT-C-01-04,232.128
A026868,OPT-C-01-04,182
A026869,OPT-C-01-04,20250
A026870,OPT-C-01-04,14400
A026871,OPT-B-01-04,3248
A026872,OPT-B-01-04,2625
A026873,OPT-C-01-04,720
A026874,OPT-C-01-04,720
A026875,OPT-B-01-04,720
A026876,OPT-A-01-04,1664
A026877,OPT-B-01-04,3267
A026878,OPT-B-01-04,5940
A026879,OPT-B-01-04,0
A026880,OPT-C-01-04,3450
A026881,OPT-C-01-04,720
A026882,OPT-B-01-04,5625
A026883,CANTI-LIGHT,468
A026884,OPT-B-01-04,9900
A026885,OPT-A-01-04,376
A026886,CANTI-HEAVY,0
A026887,OPT-A-01-04,3312
A026888,OPT-B-01-04,450
A026889,OPT-C-01-04,5400
A026890,OPT-C-01-04,9600
A026891,OPT-C-01-04,2160
A026892,OPT-C-01-04,3045
A026893,OPT-B-01-04,21150
A026894,OPT-C-01-04,180
A026895,OPT-C-01-04,180
A026896,OPT-C-01-04,9000
A026897,OPT-C-01-04,5508
A026898,OPT-C-01-04,4536
A026899,OPT-C-01-04,5103
A026900,OPT-C-01-04,2800
A026901,OPT-C-01-04,4287.36
A026902,,4287.36
A026903,OPT-C-01-04,8910
A026904,OPT-C-01-04,3125
A026905,OPT-C-01-04,4140
A026906,OPT-B-01-04,13572
A026907,OPT-C-01-04,6820
A026908,OPT-B-01-04,0
A026909,OPT-C-01-04,6480
A026910,OPT-C-01-04,6480
A026911,OPT-C-01-04,4350
A026912,OPT-C-01-04,3425.5
A026913,OPT-C-01-04,4536
A026914,OPT-C-01-04,8910
A026915,OPT-C-01-04,3132
A026916,OPT-C-01-04,13770
A026917,OPT-A-01-04,0
A026918,OPT-A-01-04,0
A026919,OPT-A-05-07,0
A026920,OPT-C-01-04,8019
A026921,,0
A026922,OPT-C-01-04,6587.5
A026923,OPT-AA-01-04,9200
A026924,OPT-A-01-04,15600
A026925,OPT-C-01-04,5568
A026926,OPT-B-01-04,0
A026927,OPT-C-01-04,5890
A026928,OPT-C-05-07,6175
A026929,OPT-C-01-04,23490
A026930,OPT-B-01-04,4140
A026931,OPT-AAAA-01-04,0
A026932,OPT-AAA-01-04,0
A026933,OPT-C-01-04,3443.75
A026934,OPT-C-01-04,4536
A026935,OPT-A-01-04,4536
A026936,OPT-C-01-04,1994.85
A026937,OPT-AAA-01-04,1994.85
A026938,OPT-C-01-04,3400
A026939,OPT-B-01-04,2593.5
A026940,OPT-A-05-07,2593.5
A026941,OPT-C-01-04,17500
A026942,OPT-AAA-01-04,17500
A026943,OPT-C-01-04,3400
A026944,OPT-B-01-04,3400
A026945,OPT-B-01-04,275
A026946,OPT-C-01-04,259.863
A026947,OPT-B-01-04,307.125
A026948,OPT-A-01-04,250
A026949,OPT-C-01-04,180
A026950,OPT-C-01-04,1360
A026951,OPT-C-01-04,384
A026952,OPT-B-01-04,990
A026953,OPT-C-01-04,267.3
A026954,OPT-C-01-04,576
A026955,OPT-B-01-04,510
A026956,OPT-C-01-04,432
A026957,OPT-C-01-04,307.125
A026958,OPT-C-01-04,990
A026959,OPT-B-01-04,120
A026960,OPT-C-01-04,1360
A026961,OPT-B-01-04,408
A026962,OPT-C-01-04,5376
A026963,OPT-A-01-04,5376
A026964,OPT-C-01-04,160
A026965,OPT-C-01-04,633.072
A026966,OPT-C-01-04,384
A026967,OPT-C-01-04,384
A026968,OPT-A-01-04,200
A026969,OPT-C-01-04,384
A026970,OPT-C-01-04,22.68
A026971,OPT-C-01-04,9000
A026972,OPT-C-01-04,12150
A026973,OPT-AAA-01-04,12150
A026974,OPT-A-01-04,5829
A026975,OPT-A-01-04,5829
A026976,OPT-B-01-04,4140
A026977,OPT-B-01-04,9152
A026978,OPT-B-01-04,7500
A026979,OPT-C-01-04,9240
A026980,OPT-C-01-04,9000
A026981,OPT-C-01-04,9200
A026982,OPT-C-01-04,8000
A026983,OPT-C-01-04,6720
A026984,OPT-C-01-04,266
A026985,OPT-C-01-04,11760
A026986,OPT-C-01-04,6048
A026987,OPT-C-01-04,9120
A026988,OPT-B-01-04,9120
A026989,OPT-C-01-04,8400
A026990,OPT-C-01-04,10530
A026991,OPT-B-01-04,6480
A026992,OPT-C-01-04,3125
A026993,OPT-A-01-04,4140
A026994,OPT-C-01-04,8000
A026995,OPT-C-01-04,2437.5
A026996,OPT-C-01-04,2437.5
A026997,OPT-C-01-04,2457
A026998,OPT-C-01-04,11.55
A026999,OPT-C-01-04,99
A027000,OPT-C-01-04,136
A027001,OPT-C-01-04,387.45
A027002,OPT-C-01-04,307.125
A027003,OPT-C-01-04,2112
A027004,OPT-C-01-04,3348
A027005,OPT-B-01-04,3696
A027006,OPT-C-01-04,225
A027007,OPT-B-01-04,4758
A027008,OPT-A-01-04,2175
A027009,OPT-A-01-04,2175
A027010,OPT-C-01-04,2820
A027011,OPT-AAAA-01-04,1680
A027012,OPT-AA-01-04,1680
A027013,OPT-AAAA-01-04,2184
A027014,OPT-A-01-04,2184
A027015,OPT-B-01-04,1274
A027016,OPT-B-01-04,84
A027017,OPT-B-01-04,0
A027018,OPT-B-01-04,84
A027019,OPT-B-01-04,2000
A027020,OPT-AA-01-04,1980
A027021,OPT-A-01-04,2052
A027022,OPT-C-01-04,672
A027023,OPT-B-01-04,896
A027024,OPT-C-01-04,3400
A027025,OPT-C-01-04,997.5
A027026,OPT-C-01-04,2310
A027027,OPT-B-01-04,7161
A027028,OPT-AAAA-01-04,0
A027029,OPT-B-01-04,0
A027030,OPT-C-01-04,120
A027031,OPT-C-01-04,2430
A027032,OPT-C-01-04,4800
A027033,OPT-AAAA-01-04,0
A027034,OPT-C-01-04,1105
A027035,OPT-C-01-04,952
A027036,OPT-C-01-04,416.5
A027037,OPT-C-01-04,114.4
A027038,OPT-B-01-04,120
A027039,,0
A027040,OPT-C-01-04,3600
A027041,OPT-B-01-04,125
A027042,OPT-C-01-04,16
A027043,OPT-C-01-04,330
A027044,OPT-C-01-04,627
A027045,OPT-B-01-04,100
A027046,OPT-AA-01-04,500
A027047,OPT-C-01-04,340
A027048,OPT-A-01-04,58.24
A027049,OPT-C-01-04,58.5
A027050,OPT-C-01-04,27.38
A027051,OPT-C-01-04,12
A027052,OPT-C-01-04,520
A027053,OPT-B-01-04,13.2
A027054,OPT-A-01-04,2.376
A027055,OPT-A-01-04,90
A027056,OPT-B-01-04,216
A027057,OPT-C-01-04,264
A027058,OPT-C-01-04,37.5
A027059,OPT-C-01-04,264
A027060,OPT-C-01-04,69.3
A027061,OPT-C-01-04,66
A027062,OPT-C-01-04,60.984
A027063,OPT-C-01-04,29.25
A027064,OPT-B-01-04,2200
A027065,,2200
A027066,OPT-B-01-04,384
A027067,OPT-C-01-04,384
A027068,OPT-AAAA-01-04,300
A027069,OPT-C-01-04,270
A027070,OPT-C-01-04,252
A027071,OPT-B-01-04,1440
A027072,OPT-AAA-01-04,1440
A027073,OPT-C-01-04,384
A027074,OPT-B-01-04,384
A027075,OPT-AAAA-01-04,384
A027076,OPT-B-01-04,384
A027077,OPT-C-01-04,120
A027078,OPT-C-01-04,225
A027079,OPT-B-01-04,0
A027080,OPT-C-01-04,278.4
A027081,OPT-AAAA-01-04,278.4
A027082,OPT-B-01-04,532
A027083,OPT-A-01-04,532
A027084,OPT-B-01-04,808.5
A027085,OPT-B-01-04,2194.5
A027086,OPT-C-01-04,532
A027087,OPT-B-01-04,808.5
A027088,OPT-B-01-04,663
A027089,OPT-C-01-04,924
A027090,OPT-C-01-04,808.5
A027091,OPT-B-01-04,600
A027092,OPT-B-01-04,532
A027093,OPT-A-01-04,808.5
A027094,OPT-B-01-04,1500
A027095,OPT-B-01-04,1100
A027096,OPT-B-01-04,6300
A027097,OPT-B-01-04,4620
A027098,OPT-B-01-04,0
A027099,OPT-B-01-04,3360
A027100,OPT-C-01-04,6300
A027101,OPT-B-01-04,6300
A027102,OPT-B-01-04,1100
A027103,OPT-AAAA-01-04,6300
A027104,OPT-B-01-04,87.22
A027105,OPT-A-01-04,87.22
A027106,OPT-C-01-04,87.22
A027107,OPT-A-01-04,87.22
A027108,OPT-B-01-04,87.22
A027109,OPT-C-01-04,87.22
A027110,OPT-A-01-04,87.22
A027111,OPT-B-01-04,87.22
A027112,,87.22
A027113,,87.22
A027114,OPT-B-01-04,1008
A027115,OPT-B-01-04,630
A027116,OPT-B-01-04,1536
A027117,OPT-C-01-04,760
A027118,OPT-B-01-04,760
A027119,OPT-C-01-04,760
A027120,OPT-B-01-04,1008
A027121,OPT-A-01-04,800
A027122,OPT-B-01-04,300
A027123,OPT-A-01-04,450
A027124,OPT-B-01-04,450
A027125,OPT-C-01-04,450
A027126,OPT-B-01-04,940
A027127,OPT-C-01-04,8398
A027128,OPT-B-01-04,960
A027129,OPT-C-01-04,87.22
A027130,OPT-A-01-04,87.22
A027131,OPT-A-01-04,87.22
A027132,OPT-C-01-04,87.22
A027133,OPT-C-01-04,87.22
A027134,OPT-C-01-04,864
A027135,OPT-A-01-04,1200
A027136,OPT-C-01-04,2925
A027137,OPT-A-01-04,1785
A027138,OPT-C-01-04,1200
A027139,OPT-C-01-04,1155
A027140,OPT-B-01-04,2520
A027141,OPT-C-01-04,1029
A027142,OPT-C-01-04,456
A027143,OPT-C-01-04,960
A027144,OPT-C-01-04,24.15
A027145,OPT-B-01-04,3948
A027146,OPT-B-01-04,940
A027147,OPT-B-01-04,940
A027148,OPT-C-01-04,582.75
A027149,OPT-C-01-04,940
A027150,OPT-B-01-04,700
A027151,OPT-B-01-04,180
A027152,OPT-C-01-04,60
A027153,OPT-A-01-04,60
A027154,OPT-B-01-04,150
A027155,OPT-A-01-04,132
A027156,OPT-C-01-04,360
A027157,OPT-B-01-04,96
A027158,OPT-C-01-04,30
A027159,OPT-B-01-04,30
A027160,OPT-C-01-04,30
A027161,OPT-C-01-04,30
A027162,OPT-A-01-04,60
A027163,OPT-B-01-04,60
A027164,OPT-A-01-04,180
A027165,OPT-C-01-04,380.25
A027166,OPT-B-01-04,96
A027167,OPT-C-01-04,11.2
A027168,OPT-C-01-04,48
A027169,OPT-B-01-04,1560
A027170,OPT-C-01-04,30
A027171,OPT-A-01-04,40
A027172,OPT-C-01-04,30
A027173,OPT-B-01-04,288
A027174,OPT-C-01-04,88
A027175,OPT-C-01-04,288
A027176,OPT-A-01-04,52.5
A027177,OPT-B-01-04,80
A027178,OPT-AA-01-04,33
A027179,OPT-A-01-04,23.625
A027180,OPT-C-01-04,9
A027181,OPT-C-01-04,841.08
A027182,OPT-B-01-04,737.45
A027183,OPT-B-01-04,87.22
A027184,OPT-B-01-04,87.22
A027185,OPT-B-01-04,87.22
A027186,OPT-A-01-04,87.22
A027187,OPT-C-01-04,87.22
A027188,OPT-AAA-01-04,87.22
A027189,OPT-B-01-04,87.22
A027190,OPT-B-01-04,87.22
A027191,OPT-B-01-04,87.22
A027192,OPT-AAAA-01-04,87.22
A027193,OPT-B-01-04,87.22
A027194,OPT-AAAA-01-04,87.22
A027195,OPT-A-01-04,87.22
A027196,OPT-B-01-04,87.22
A027197,OPT-AA-01-04,1000
A027198,OPT-A-01-04,450
A027199,OPT-B-01-04,450
A027200,OPT-C-01-04,495
A027201,OPT-C-01-04,495
A027202,OPT-B-01-04,284.375
A027203,OPT-C-01-04,189
A027204,OPT-A-01-04,3380
A027205,OPT-C-01-04,24.15
A027206,OPT-B-01-04,180
A027207,OPT-B-01-04,0
A027208,OPT-AAA-01-04,0
A027209,OPT-A-01-04,9215
A027210,OPT-C-01-04,1373.415
A027211,OPT-C-01-04,8160
A027212,OPT-C-01-04,566.568
A027213,OPT-C-01-04,87.22
A027214,OPT-B-01-04,87.22
A027215,OPT-C-01-04,87.22
A027216,OPT-C-01-04,87.22
A027217,OPT-B-01-04,87.22
A027218,OPT-C-01-04,87.22
A027219,OPT-AAAA-01-04,87.22
A027220,OPT-B-01-04,448
A027221,OPT-C-01-04,448
A027222,OPT-C-01-04,448
A027223,OPT-B-01-04,1440
A027224,OPT-B-01-04,1750
A027225,OPT-B-01-04,3432
A027226,OPT-C-01-04,4080
A027227,OPT-C-01-04,337.5
A027228,OPT-B-01-04,52.5
A027229,OPT-C-01-04,150
A027230,OPT-C-01-04,30
A027231,OPT-C-01-04,150
A027232,OPT-A-01-04,288
A027233,OPT-C-01-04,40
A027234,OPT-C-01-04,288
A027235,OPT-C-01-04,288
A027236,OPT-C-01-04,288
A027237,OPT-B-01-04,140
A027238,OPT-B-01-04,180.6
A027239,OPT-A-01-04,432
A027240,OPT-A-01-04,72
A027241,OPT-A-01-04,9215
A027242,OPT-C-01-04,514.675
A027243,OPT-C-01-04,87.22
A027244,OPT-C-01-04,87.22
A027245,OPT-C-01-04,87.22
A027246,OPT-C-01-04,87.22
A027247,OPT-C-01-04,87.22
A027248,OPT-C-01-04,87.22
A027249,OPT-C-01-04,448
A027250,OPT-C-01-04,448
A027251,OPT-C-01-04,448
A027252,OPT-C-01-04,448
A027253,OPT-A-01-04,1120
A027254,,0
A027255,OPT-C-01-04,384
A027256,OPT-B-01-04,2975
A027257,OPT-C-01-04,2880
A027258,OPT-C-01-04,3500
A027259,OPT-C-01-04,4080
A027260,OPT-B-01-04,336
A027261,OPT-C-01-04,337.5
A027262,OPT-C-01-04,1170
A027263,OPT-B-01-04,41272
A027264,OPT-C-01-04,933.12
A027265,OPT-A-01-04,1102.5
A027266,OPT-C-01-04,1102.5
A027267,OPT-C-01-04,428.968
A027268,OPT-C-01-04,428.968
A027269,OPT-C-01-04,1513.6
A027270,OPT-AAA-01-04,5196.8
A027271,OPT-C-01-04,1944
A027272,OPT-C-01-04,1944
A027273,OPT-C-01-04,324
A027274,OPT-B-01-04,1586.13
A027275,OPT-C-01-04,0
A027276,OPT-A-01-04,1296
A027277,OPT-C-01-04,1296
A027278,OPT-C-01-04,445.55
A027279,OPT-B-01-04,87.22
A027280,OPT-C-01-04,87.22
A027281,OPT-C-01-04,87.22
A027282,OPT-C-01-04,87.22
A027283,OPT-C-01-04,187.2
A027284,OPT-B-01-04,127.05
A027285,OPT-B-01-04,759
A027286,OPT-C-01-04,75.075
A027287,OPT-C-01-04,36
A027288,OPT-B-01-04,6.93
A027289,OPT-C-01-04,6.93
A027290,OPT-B-01-04,3.072
A027291,OPT-C-01-04,3.072
A027292,OPT-C-01-04,3.008
A027293,OPT-C-01-04,65
A027294,OPT-C-01-04,1197
A027295,OPT-B-01-04,1710
A027296,OPT-C-01-04,1106
A027297,OPT-AAAA-01-04,0
A027298,OPT-B-01-04,1710
A027299,OPT-A-01-04,1710
A027300,OPT-B-01-04,1710
A027301,OPT-C-01-04,1935.5
A027302,OPT-B-01-04,1710
A027303,,1935.5
A027304,OPT-B-01-04,616
A027305,MERAKEZET,0
A027306,OPT-C-01-04,1484
A027307,OPT-C-01-04,2194.5
A027308,OPT-C-01-04,1106
A027309,OPT-B-01-04,1106
A027310,OPT-A-01-04,900
A027311,OPT-C-01-04,1750
A027312,OPT-B-01-04,1484
A027313,OPT-B-01-04,616
A027314,OPT-C-01-04,1197
A027315,OPT-C-01-04,1212.75
A027316,OPT-A-01-04,1212.75
A027317,OPT-C-01-04,1197
A027318,OPT-C-01-04,1855
A027319,OPT-C-01-04,1696
A027320,OPT-C-01-04,561.6
A027321,OPT-C-01-04,2122.875
A027322,OPT-C-07-11,3040
A027323,OPT-A-01-04,364
A027324,OPT-C-01-04,336
A027325,OPT-C-01-04,2880
A027326,OPT-C-01-04,1100
A027327,OPT-B-01-04,1240
A027328,OPT-C-01-04,1557.44
A027329,OPT-B-01-04,672
A027330,OPT-C-01-04,632.71
A027331,OPT-C-01-04,1785
A027332,OPT-C-01-04,2260
A027333,OPT-C-01-04,672
A027334,OPT-A-01-04,630
A027335,OPT-C-01-04,3920
A027336,OPT-C-01-04,632.71
A027337,OPT-C-01-04,282.75
A027338,OPT-C-01-04,296
A027339,OPT-C-01-04,30
A027340,OPT-C-01-04,1702.125
A027341,OPT-C-01-04,561.6
A027342,OPT-C-01-04,2122.875
A027343,OPT-A-01-04,364
A027344,OPT-C-01-04,2592
A027345,OPT-B-01-04,2557.5
A027346,OPT-C-01-04,1469
A027347,OPT-A-01-04,1575
A027348,OPT-C-01-04,1752.12
A027349,OPT-B-01-04,487.5
A027350,OPT-C-01-04,1460.1
A027351,OPT-A-01-04,1785
A027352,OPT-C-01-04,2260
A027353,OPT-B-01-04,672
A027354,OPT-A-01-04,784
A027355,OPT-C-01-04,364
A027356,OPT-C-01-04,364
A027357,OPT-C-01-04,1138.665
A027358,OPT-C-01-04,4200
A027359,OPT-C-01-04,632.71
A027360,OPT-C-01-04,1716
A027361,OPT-C-01-04,2900
A027362,OPT-C-01-04,337.5
A027363,OPT-C-01-04,1696.5
A027364,OPT-C-01-04,2900
A027365,OPT-C-01-04,227.5
A027366,OPT-A-05-07,0
A027367,OPT-C-01-04,1400
A027368,OPT-C-01-04,576
A027369,OPT-C-01-04,588
A027370,OPT-C-01-04,1428
A027371,OPT-B-01-04,1683
A027372,OPT-C-01-04,2600
A027373,OPT-C-01-04,326.04
A027374,OPT-C-01-04,2430
A027375,OPT-C-01-04,390
A027376,OPT-C-01-04,720
A027377,OPT-C-01-04,250
A027378,OPT-C-01-04,672
A027379,OPT-C-01-04,19500
A027380,OPT-A-01-04,19500
A027381,OPT-A-01-04,8640
A027382,OPT-A-01-04,8064
A027383,OPT-B-01-04,19500
A027384,OPT-C-07-11,18400
A027385,OPT-B-05-07,0
A027386,OPT-B-01-04,14442.66
A027387,OPT-C-01-04,19500
A027388,OPT-C-01-04,200
A027389,OPT-C-01-04,19500
A027390,OPT-C-01-04,2000
A027391,OPT-C-01-04,19500
A027392,OPT-C-01-04,5520
A027393,OPT-C-01-04,18600
A027394,OPT-MDK-14,8640
A027395,OPT-B-01-04,19500
A027396,OPT-A-05-07,19500
A027397,OPT-A-07-11,6500
A027398,OPT-C-01-04,5329.5
A027399,OPT-A-01-04,3920
A027400,OPT-B-01-04,38350
A027401,OPT-C-07-11,18400
A027402,OPT-A-05-07,0
A027403,OPT-C-01-04,9405
A027404,OPT-C-01-04,19500
A027405,OPT-B-01-04,57720
A027406,OPT-A-01-04,9100
A027407,OPT-C-01-04,19500
A027408,OPT-C-01-04,19500
A027409,OPT-B-01-04,2000
A027410,OPT-C-01-04,19500
A027411,OPT-B-01-04,10530
A027412,OPT-C-01-04,9157.5
A027413,OPT-C-01-04,19500
A027414,OPT-A-05-07,0
A027415,OPT-C-01-04,4105.5
A027416,OPT-B-01-04,16330
A027417,OPT-B-01-04,16330
A027418,OPT-C-01-04,19500
A027419,OPT-C-01-04,19500
A027420,OPT-C-01-04,19500
A027421,OPT-C-01-04,3500
A027422,OPT-B-01-04,0
A027423,OPT-C-01-04,19500
A027424,OPT-C-05-07,14260
A027425,OPT-C-01-04,14160
A027426,OPT-C-01-04,16330
A027427,OPT-B-01-04,11839.25
A027428,OPT-C-01-04,19500
A027429,OPT-C-01-04,700
A027430,OPT-C-01-04,19500
A027431,OPT-C-01-04,19500
A027432,OPT-C-01-04,18000
A027433,OPT-C-01-04,16330
A027434,OPT-C-01-04,16330
A027435,OPT-B-01-04,1995
A027436,OPT-C-01-04,19500
A027437,OPT-C-01-04,19500
A027438,OPT-C-01-04,16330
A027439,OPT-C-01-04,16560
A027440,OPT-C-01-04,10530
A027441,OPT-C-01-04,18450
A027442,OPT-C-01-04,1995
A027443,OPT-C-01-04,352
A027444,OPT-C-01-04,290
A027445,OPT-C-01-04,6000
A027446,OPT-C-01-04,450
A027447,OPT-C-01-04,6000
A027448,OPT-C-01-04,2544.75
A027449,OPT-B-01-04,1174.5
A027450,OPT-B-01-04,0
A027451,OPT-B-01-04,38500
A027452,OPT-B-01-04,13500
A027453,OPT-A-01-04,36075
A027454,OPT-A-05-07,36075
A027455,OPT-A-01-04,35035
A027456,OPT-C-05-07,8930
A027457,OPT-C-01-04,37350
A027458,OPT-C-01-04,3000
A027459,OPT-C-01-04,9375
A027460,OPT-B-01-04,2500
A027461,OPT-C-01-04,14400
A027462,OPT-C-01-04,2500
A027463,OPT-C-01-04,34445
A027464,OPT-C-01-04,11340
A027465,OPT-C-01-04,2551.5
A027466,OPT-C-01-04,14430
A027467,OPT-C-01-04,3000
A027468,OPT-C-01-04,9120
A027469,OPT-B-01-04,13500
A027470,OPT-B-05-07,13500
A027471,OPT-AA-01-04,0
A027472,HIVE,0
A027473,OPT-A-01-04,40950
A027474,OPT-B-01-04,0
A027475,OPT-C-01-04,16500
A027476,OPT-B-01-04,2886000
A027477,OPT-C-01-04,14400
A027478,OPT-A-01-04,4000
A027479,OPT-B-01-04,12450
A027480,OPT-C-01-04,3267
A027481,OPT-C-01-04,14430
A027482,OPT-C-01-04,3850
A027483,OPT-C-01-04,1811.25
A027484,OPT-B-01-04,8904
A027485,OPT-C-01-04,13500
A027486,OPT-B-01-04,32467.5
A027487,OPT-B-01-04,14000
A027488,OPT-C-01-04,4081
A027489,OPT-C-01-04,37350
A027490,OPT-B-01-04,80
A027491,OPT-C-01-04,36075
A027492,OPT-C-01-04,10080
A027493,OPT-C-01-04,8904
A027494,OPT-C-01-04,1512
A027495,OPT-C-01-04,15444
A027496,OPT-C-01-04,13500
A027497,OPT-C-01-04,14430
A027498,OPT-C-01-04,1407.375
A027499,OPT-C-05-07,18560
A027500,OPT-C-01-04,13098
A027501,OPT-C-01-04,4081
A027502,OPT-C-01-04,37350
A027503,OPT-C-01-04,200
A027504,OPT-A-01-04,80
A027505,OPT-C-01-04,12450
A027506,OPT-C-01-04,13125
A027507,OPT-C-01-04,37350
A027508,OPT-C-01-04,2250
A027509,OPT-C-01-04,517.5
A027510,OPT-C-01-04,1512
A027511,OPT-C-01-04,853.125
A027512,OPT-C-01-04,2032.8
A027513,OPT-A-01-04,105.6
A027514,OPT-C-01-04,2800
A027515,OPT-C-01-04,1188
A027516,OPT-C-01-04,2894.625
A027517,OPT-C-01-04,2974.4
A027518,OPT-C-01-04,2974.4
A027519,OPT-C-01-04,30.107
A027520,OPT-C-01-04,42.5
A027521,OPT-C-01-04,263.16
A027522,OPT-B-07-11,112000
A027523,OPT-C-07-11,0
A027524,OPT-B-07-11,0
A027525,OPT-A-07-11,112896
A027526,OPT-C-07-11,0
A027527,OPT-B-07-11,80256
A027528,OPT-C-07-11,109760
A027529,OPT-B-07-11,286000
A027530,OPT-B-07-11,822016
A027531,OPT-C-07-11,105840
A027532,OPT-C-07-11,83808
A027533,OPT-C-07-11,100492
A027534,OPT-B-07-11,75757
A027535,OPT-C-05-07,172800
A027536,,0
A027537,OPT-C-07-11,147400
A027538,OPT-C-07-11,22000
A027539,OPT-C-01-04,765.6
A027540,OPT-C-01-04,3008
A027541,OPT-C-01-04,28.275
A027542,OPT-A-01-04,264
A027543,OPT-A-01-04,457.5
A027544,OPT-C-01-04,805
A027545,OPT-B-07-11,286000
A027546,OPT-C-07-11,155100
A027547,OPT-C-01-04,782.8
A027548,OPT-B-07-11,782800
A027549,OPT-B-07-11,11812.5
A027550,OPT-C-07-11,105840
A027551,OPT-B-07-11,286000
A027552,OPT-A-07-11,104130
A027553,OPT-C-05-07,71071
A027554,OPT-C-07-11,112464
A027555,OPT-B-07-11,75757
A027556,OPT-C-07-11,163900
A027557,OPT-C-07-11,147400
A027558,OPT-B-07-11,22000
A027559,OPT-C-07-11,22000
A027560,OPT-A-01-04,5016
A027561,OPT-C-01-04,773.85
A027562,OPT-C-01-04,3760
A027563,OPT-C-01-04,805
A027564,OPT-C-07-11,286000
A027565,OPT-C-07-11,202400
A027566,OPT-B-01-04,126360
