uuid,location,quantity
A016981,020105,2.0
A017255,020105,1.0
A014587,012607,8.0
A020315,012607,2.0
A014595,020726,7.0
A016293,020726,5.0
A016696,020726,2.0
A016871,020726,5.0
A017167,020726,3.0
A017188,020726,2.0
A018473,020726,1.0
A023858,020726,1.0
A023906,020726,2.0
A025131,020726,2.0
A026151,020726,1.0
A026848,020726,1.0
A026983,020726,2.0
A029013,020726,1.0
A029079,020726,2.0
A014600,022205,31.0
A021759,022205,2.0
A014622,011009,20.0
A014649,011009,10.0
A014892,011009,9.0
A015880,011009,1.0
A016028,011009,1.0
A016561,011009,3.0
A017254,011009,3.0
A017341,011009,1.0
A017422,011009,2.0
A017482,011009,1.0
A017494,011009,1.0
A017511,011009,2.0
A017512,011009,2.0
A018417,011009,1.0
A018712,011009,15.0
A018885,011009,2.0
A020210,011009,4.0
A020250,011009,2.0
A020623,011009,1.0
A020755,011009,2.0
A020811,011009,3.0
A023109,011009,2.0
A024735,011009,4.0
A024742,011009,4.0
A024865,011009,2.0
A024957,011009,2.0
A030058,011009,2.0
A014629,062401,243.0
A018997,062401,45.0
A026545,062401,2995.0
A014630,010611,7.0
A014640,010611,9.0
A014953,010611,16.0
A015008,010611,5.0
A016095,010611,14.0
A017133,010611,2.0
A017135,010611,1.0
A017972,010611,1.0
A018858,010611,3.0
A020796,010611,4.0
A023352,010611,8.0
A023375,010611,3.0
A025268,010611,2.0
A025311,010611,1.0
A026177,010611,4.0
A027100,010611,1.0
A027154,010611,5.0
A029643,010611,1.0
A014633,010510,9.0
A015835,010510,4.0
A017632,010510,3.0
A019111,010510,2.0
A019559,010510,2.0
A019993,010510,2.0
A020052,010510,3.0
A020246,010510,1.0
A022197,010510,1.0
A024031,010510,4.0
A024695,010510,3.0
A024836,010510,2.0
A026647,010510,3.0
A027035,010510,3.0
A027066,010510,14.0
A014655,011308,6.0
A015190,011308,1.0
A016223,011308,7.0
A017792,011308,1.0
A018337,011308,1.0
A019503,011308,2.0
A019545,011308,2.0
A020543,011308,1.0
A020970,011308,2.0
A025110,011308,2.0
A027096,011308,2.0
A014663,020517,14.0
A030189,020517,58.0
A014677,022706,9.0
A017180,022706,10.0
A024417,022706,5.0
A014685,022202,29.0
A015778,022202,8.0
A016680,022202,3.0
A020882,022202,5.0
A014696,041603,1.0
A015798,041603,1.0
A018536,041603,4.0
A024283,041603,18.0
A024634,041603,15.0
A026472,041603,2.0
A014765,012605,9.0
A014813,012605,2.0
A014776,042206,3.0
A014779,021801,13.0
A014803,021801,5.0
A015089,021801,6.0
A015114,021801,4.0
A016877,021801,5.0
A017232,021801,10.0
A021263,021801,19.0
A022422,021801,6.0
A026471,021801,1.0
A014783,022704,23.0
A014823,022005,6.0
A014838,022801,11.0
A014847,022801,18.0
A016559,022801,4.0
A019013,022801,2.0
A014861,011703,5.0
A017095,011703,3.0
A019531,011703,4.0
A020947,011703,3.0
A014864,011906,26.0
A021801,011906,3.0
A014890,032331,6.0
A014979,032331,3.0
A015063,032331,3.0
A015528,032331,4.0
A015832,032331,10.0
A015884,032331,4.0
A015885,032331,1.0
A015886,032331,1.0
A015913,032331,2.0
A015935,032331,3.0
A016012,032331,2.0
A016096,032331,1.0
A016097,032331,1.0
A016574,032331,2.0
A016922,032331,3.0
A017177,032331,3.0
A017228,032331,7.0
A017600,032331,1.0
A017725,032331,5.0
A017832,032331,2.0
A017935,032331,10.0
A017948,032331,2.0
A017953,032331,2.0
A017954,032331,2.0
A017986,032331,2.0
A018184,032331,1.0
A018193,032331,2.0
A018214,032331,5.0
A018275,032331,2.0
A018298,032331,5.0
A018564,032331,1.0
A018669,032331,1.0
A019918,032331,10.0
A020194,032331,2.0
A020324,032331,3.0
A020551,032331,2.0
A020552,032331,3.0
A020819,032331,1.0
A020895,032331,2.0
A021177,032331,4.0
A021421,032331,4.0
A021569,032331,2.0
A021783,032331,2.0
A022107,032331,1.0
A022189,032331,1.0
A022193,032331,2.0
A022195,032331,1.0
A022206,032331,2.0
A022214,032331,1.0
A022353,032331,1.0
A024014,032331,6.0
A024073,032331,4.0
A024499,032331,5.0
A025356,032331,1.0
A025747,032331,5.0
A025878,032331,2.0
A026519,032331,5.0
A026552,032331,3.0
A026627,032331,10.0
A027003,032331,2.0
A027030,032331,2.0
A027269,032331,1.0
A027331,032331,2.0
A027369,032331,17.0
A027650,032331,3.0
A027974,032331,6.0
A028082,032331,4.0
A030265,032331,25.0
A030286,032331,5.0
A014907,010409,20.0
A015590,010409,4.0
A015755,010409,1.0
A017108,010409,2.0
A017251,010409,3.0
A018240,010409,1.0
A018901,010409,3.0
A019446,010409,2.0
A019516,010409,1.0
A020229,010409,3.0
A020308,010409,1.0
A020313,010409,2.0
A020809,010409,4.0
A023346,010409,2.0
A024056,010409,2.0
A024958,010409,2.0
A025118,010409,2.0
A025335,010409,2.0
A027271,010409,2.0
A027597,010409,1.0
A027784,010409,2.0
A027857,010409,3.0
A028864,010409,1.0
A014919,021201,798.0
A015012,021201,3.0
A015118,021201,1.0
A015823,021201,4.0
A016226,021201,2.0
A017042,021201,7.0
A017043,021201,3.0
A018506,021201,7.0
A021171,021201,2.0
A022430,021201,3.0
A014929,012006,28.0
A014932,040105,240.0
A015646,040105,13.0
A015907,040105,6.0
A016134,040105,1.0
A016607,040105,49.0
A017021,040105,3.0
A017619,040105,5.0
A014946,011005,4.0
A017436,011005,2.0
A018340,011005,1.0
A020546,011005,4.0
A020694,011005,1.0
A026306,011005,1.0
A027135,011005,2.0
A014995,031003,712.0
A016788,031003,15.0
A017558,031003,13.0
A022582,031003,2.0
A014999,060204,38.0
A016057,060204,17.0
A016065,060204,1.0
A016068,060204,5.0
A016073,060204,2.0
A020685,060204,5.0
A030177,060204,26.0
A015002,052933,15.0
A019683,052933,1.0
A015007,010311,6.0
A017908,010311,1.0
A017967,010311,1.0
A021231,010311,2.0
A021740,010311,2.0
A023249,010311,8.0
A023303,010311,5.0
A023325,010311,15.0
A015022,500311,4.0
A015023,602501,2.0
A015039,602501,2.0
A015024,082011,2.0
A015026,101003,3.0
A019410,101003,3.0
A015028,091603,2.0
A020890,091603,3.0
A024730,091603,3.0
A015033,050901,1.0
A016758,050901,43.0
A015035,601803,2.0
A017531,601803,1.0
A017532,601803,1.0
A017548,601803,2.0
A015036,500401,2.0
A015045,500401,6.0
A030393,500401,562.0
A015049,030219,6.0
A015050,051903,1.0
A020180,051903,15.0
A015061,042721,1.0
A022379,042721,1.0
A029349,042721,2.0
A015085,012709,2.0
A015470,012709,12.0
A015712,012709,1.0
A016625,012709,3.0
A016992,012709,3.0
A017166,012709,3.0
A015097,062407,2.0
A015113,022601,33.0
A029115,022601,4.0
A029325,022601,5.0
A015133,020506,4.0
A017147,020506,3.0
A021187,020506,5.0
A027796,020506,1.0
A015141,022201,3.0
A018026,022201,7.0
A018107,022201,2.0
A020041,022201,2.0
A020495,022201,3.0
A024179,022201,4.0
A024390,022201,3.0
A024880,022201,6.0
A025302,022201,1.0
A026625,022201,2.0
A015179,102111,1.0
A021930,102111,2.0
A015184,601403,3.0
A017527,601403,3.0
A017536,601403,1.0
A017547,601403,12.0
A015202,040614,1.0
A016434,040614,1.0
A015218,030918,1.0
A028263,030918,3.0
A028280,030918,3.0
A028982,030918,2.0
A015234,041009,2.0
A023776,041009,4.0
A015244,030926,2.0
A015994,030926,2.0
A019714,030926,2.0
A015247,061111,1.0
A016280,061111,2.0
A017457,061111,3.0
A019164,061111,2.0
A024479,061111,7.0
A015250,050723,12.0
A015252,062709,1.0
A029277,062709,4.0
A015258,062207,2.0
A015278,041628,1.0
A017805,041628,1.0
A015296,032509,3.0
A018910,032509,3.0
A025599,032509,2.0
A027434,032509,3.0
A015301,051703,8.0
A015303,031005,5.0
A019604,031005,3.0
A020448,031005,5.0
A022228,031005,1.0
A028931,031005,1.0
A029268,031005,6.0
A015305,051501,25.0
A021152,051501,137.0
A015309,020713,3.0
A016829,020713,4.0
A023077,020713,1.0
A026969,020713,2.0
A015315,040401,13.0
A024303,040401,19.0
A015318,062003,1.0
A022687,062003,2.0
A022745,062003,2.0
A022795,062003,43.0
A022823,062003,1.0
A015332,032101,2.0
A016624,032101,3.0
A017018,032101,9.0
A025279,032101,18.0
A015335,020712,3.0
A015338,030101,1.0
A016965,030101,5.0
A016979,030101,6.0
A016998,030101,3.0
A021468,030101,146.0
A024269,030101,32.0
A015362,042620,1.0
A023497,042620,1.0
A015372,022011,1.0
A016861,022011,4.0
A017579,022011,2.0
A018293,022011,3.0
A029010,022011,1.0
A029843,022011,4.0
A015385,041624,1.0
A016497,041624,1.0
A019777,041624,3.0
A015391,012101,4.0
A016797,012101,1.0
A017065,012101,3.0
A015404,030801,1.0
A028735,030801,1.0
A015427,090607,5.0
A015428,090607,2.0
A023170,090607,9.0
A015445,042230,3.0
A015448,011008,1.0
A016207,011008,2.0
A020802,011008,7.0
A021384,011008,20.0
A022324,011008,1.0
A022441,011008,3.0
A025044,011008,1.0
A025515,011008,3.0
A025537,011008,4.0
A025635,011008,18.0
A025639,011008,3.0
A028357,011008,2.0
A029150,011008,1.0
A015505,042612,4.0
A015548,042315,1.0
A025752,042315,4.0
A015621,041413,4.0
A015628,012610,2.0
A016160,012610,3.0
A017242,012610,2.0
A017328,012610,2.0
A017645,012610,1.0
A018372,012610,2.0
A018398,012610,2.0
A018826,012610,7.0
A018897,012610,1.0
A020561,012610,3.0
A020953,012610,1.0
A021469,012610,3.0
A024050,012610,4.0
A025037,012610,1.0
A025815,012610,1.0
A026530,012610,2.0
A026596,012610,2.0
A026659,012610,1.0
A026671,012610,4.0
A027090,012610,2.0
A027598,012610,2.0
A029758,012610,2.0
A029993,012610,3.0
A015640,052201,1.0
A029818,052201,28.0
A029826,052201,7.0
A015665,031313,1.0
A024366,031313,3.0
A025851,031313,1.0
A025860,031313,2.0
A015675,031314,1.0
A022852,031314,1.0
A015678,030313,2.0
A015704,011507,1.0
A015723,011507,2.0
A016010,011507,1.0
A016034,011507,1.0
A016604,011507,2.0
A017487,011507,2.0
A019922,011507,2.0
A020183,011507,1.0
A020854,011507,1.0
A024062,011507,3.0
A024218,011507,2.0
A026281,011507,2.0
A028801,011507,3.0
A015710,011508,4.0
A015816,011508,4.0
A017041,011508,1.0
A017208,011508,3.0
A019502,011508,2.0
A028991,011508,2.0
A029119,011508,2.0
A015725,020601,2.0
A016566,020601,17.0
A016570,020601,6.0
A017204,020601,1.0
A017260,020601,4.0
A019977,020601,2.0
A022654,020601,6.0
A015754,041206,6.0
A015846,071717,1.0
A026422,071717,1.0
A026436,071717,1.0
A015849,402009,1.0
A017269,402009,5.0
A019646,402009,1.0
A019692,402009,1.0
A019709,402009,1.0
A019713,402009,1.0
A019737,402009,1.0
A020506,402009,3.0
A020509,402009,4.0
A021900,402009,2.0
A023454,402009,2.0
A023456,402009,1.0
A025915,402009,1.0
A027958,402009,2.0
A028130,402009,2.0
A029550,402009,3.0
A029931,402009,3.0
A030110,402009,18.0
A015853,042919,3.0
A019101,042919,6.0
A020657,042919,2.0
A022243,042919,2.0
A022834,042919,2.0
A029207,042919,2.0
A015856,041707,2.0
A022835,041707,2.0
A025328,041707,13.0
A015888,041814,2.0
A015890,021809,1.0
A022863,021809,1.0
A027031,021809,1.0
A015894,032512,1.0
A017749,032512,4.0
A020240,032512,2.0
A020737,032512,1.0
A015899,501707,4.0
A016362,501707,5.0
A017729,501707,6.0
A019508,501707,2.0
A021067,501707,3.0
A021681,501707,7.0
A022596,501707,1.0
A015901,032729,15.0
A015937,022107,2.0
A016001,022107,1.0
A018408,022107,3.0
A018615,022107,2.0
A026859,022107,1.0
A015950,090315,13.0
A015970,030529,2.0
A016987,030529,1.0
A015977,060111,1.0
A015985,031920,1.0
A015986,030827,2.0
A015988,062024,5.0
A028675,062024,2.0
A015991,051515,2.0
A025821,051515,1.0
A027916,051515,2.0
A015993,030627,2.0
A018621,030627,4.0
A015995,041811,3.0
A015996,062215,2.0
A015998,022109,3.0
A016622,022109,6.0
A019305,022109,1.0
A020782,022109,2.0
A021957,022109,2.0
A026015,022109,7.0
A026595,022109,4.0
A028945,022109,1.0
A016005,042115,2.0
A024509,042115,8.0
A027465,042115,1.0
A028255,042115,1.0
A016013,051209,2.0
A016037,031911,2.0
A022595,031911,8.0
A023817,031911,1.0
A016041,042719,2.0
A026350,042719,1.0
A016043,041621,3.0
A024395,041621,2.0
A016048,060401,199.0
A016070,060401,49.0
A016053,040209,1.0
A018056,040209,1.0
A018487,040209,3.0
A020066,040209,3.0
A024766,040209,1.0
A028960,040209,1.0
A029175,040209,2.0
A016054,062001,130.0
A021160,062001,21.0
A022638,062001,2.0
A027075,062001,177.0
A016055,060101,1364.0
A016583,060101,851.0
A030173,060101,66.0
A016058,060301,16.0
A016076,060301,513.0
A030174,060301,345.0
A016059,060801,75.0
A030169,060801,693.0
A030183,060801,133.0
A016061,060701,30.0
A016066,060701,117.0
A022747,060701,58.0
A016063,060901,750.0
A016064,060901,294.0
A022743,060901,13.0
A016069,061301,81.0
A022666,061301,241.0
A016072,060201,31.0
A016589,060201,3731.0
A016074,061501,93.0
A029827,061501,269.0
A016078,060501,220.0
A022740,060501,276.0
A016085,042723,10.0
A020010,042723,13.0
A030321,042723,1.0
A016088,062203,22.0
A016688,062203,7.0
A021133,062203,1.0
A022663,062203,2.0
A022673,062203,2.0
A023146,062203,2.0
A029841,062203,8.0
A016089,012002,6.0
A016100,020716,3.0
A021145,020716,5.0
A016109,061505,2.0
A019483,061505,10.0
A021668,061505,7.0
A022840,061505,1.0
A024922,061505,3.0
A028935,061505,1.0
A029334,061505,9.0
A016110,022809,2.0
A028772,022809,2.0
A028773,022809,1.0
A028823,022809,2.0
A028974,022809,3.0
A016111,021126,1.0
A016172,021126,1.0
A025439,021126,3.0
A025823,021126,2.0
A026049,021126,1.0
A028260,021126,1.0
A028299,021126,1.0
A016171,052321,2.0
A020524,052321,1.0
A026040,052321,4.0
A016173,031517,1.0
A025322,031517,2.0
A028783,031517,1.0
A028923,031517,1.0
A029031,031517,1.0
A016180,102711,3.0
A026024,102711,2.0
A016183,071721,2.0
A016189,071317,4.0
A016290,071317,1.0
A016197,030126,4.0
A016198,030520,4.0
A019575,030520,4.0
A016208,022808,4.0
A028874,022808,2.0
A016211,041722,1.0
A016275,032525,2.0
A020127,032525,1.0
A023165,032525,2.0
A027515,032525,1.0
A016295,021410,3.0
A016309,111515,2.0
A016319,062719,1.0
A027496,062719,2.0
A016338,012611,1.0
A017868,012611,5.0
A017883,012611,1.0
A018051,012611,1.0
A018369,012611,5.0
A019369,012611,1.0
A020146,012611,4.0
A020851,012611,1.0
A024316,012611,2.0
A026016,012611,1.0
A029063,012611,1.0
A016373,050927,2.0
A021506,050927,1.0
A016390,032401,3.0
A020419,032401,28.0
A024667,032401,1.0
A016393,040321,3.0
A016395,022206,2.0
A020843,022206,3.0
A020967,022206,1.0
A028878,022206,3.0
A016397,031021,5.0
A016400,062811,9.0
A016410,041513,2.0
A019221,041513,2.0
A016433,070905,3.0
A021643,070905,1.0
A021695,070905,5.0
A025239,070905,1.0
A028520,070905,3.0
A030450,070905,1.0
A016457,011905,3.0
A016483,031518,2.0
A019224,031518,2.0
A025918,031518,3.0
A026055,031518,1.0
A028303,031518,4.0
A028965,031518,1.0
A016511,030905,2.0
A020547,030905,2.0
A026394,030905,3.0
A027868,030905,21.0
A028939,030905,1.0
A016519,010506,7.0
A022994,010506,14.0
A023002,010506,7.0
A016548,030509,2.0
A028232,030509,2.0
A029247,030509,2.0
A016577,061703,135.0
A021472,061703,4.0
A021637,061703,6.0
A022742,061703,33.0
A022751,061703,54.0
A016598,032305,1.0
A018355,032305,10.0
A021293,032305,3.0
A022325,032305,15.0
A016599,021511,2.0
A022552,021511,1.0
A024576,021511,1.0
A024803,021511,2.0
A025288,021511,2.0
A025293,021511,1.0
A026759,021511,7.0
A027295,021511,1.0
A016603,032115,7.0
A016638,011702,3.0
A017155,011702,4.0
A021291,011702,4.0
A024067,011702,3.0
A027865,011702,4.0
A016641,040606,10.0
A029798,040606,2.0
A016646,092411,3.0
A028546,092411,2.0
A016648,081403,9.0
A016655,043015,2.0
A016656,041506,2.0
A017559,041506,2.0
A018482,041506,2.0
A020476,041506,4.0
A016661,051705,1.0
A018642,051705,1.0
A016669,021115,1.0
A016673,052307,3.0
A018551,052307,2.0
A016676,022124,2.0
A016690,061705,1.0
A021123,061705,10.0
A024647,061705,1.0
A028759,061705,2.0
A030449,061705,1.0
A016691,030615,2.0
A028418,030615,2.0
A016697,032801,15.0
A021410,032801,2.0
A024699,032801,2.0
A026792,032801,57.0
A016705,031523,5.0
A026071,031523,4.0
A028318,031523,5.0
A016716,041911,7.0
A019510,041911,3.0
A020014,041911,2.0
A016744,030913,1.0
A023151,030913,1.0
A016763,061701,114.0
A016764,071903,30.0
A022669,071903,11.0
A016765,051101,24.0
A016767,050921,3.0
A028047,050921,6.0
A030124,050921,6.0
A016784,022503,5.0
A028885,022503,3.0
A016790,041015,2.0
A016803,022304,2.0
A016917,022304,9.0
A024203,022304,2.0
A024956,022304,8.0
A025092,022304,7.0
A027833,022304,19.0
A016809,012406,4.0
A016813,041619,2.0
A016822,041619,1.0
A020938,041619,1.0
A016843,021806,9.0
A016846,040201,28.0
A025135,040201,4.0
A016864,030314,3.0
A018388,030314,3.0
A018750,030314,1.0
A022996,030314,4.0
A023490,030314,1.0
A016881,092813,8.0
A021328,092813,4.0
A016883,092113,2.0
A016884,052323,3.0
A016886,080105,5.0
A024408,080105,10.0
A030465,080105,1.0
A016896,110209,18.0
A023176,110209,3.0
A016898,062211,2.0
A016900,072709,7.0
A016901,062509,7.0
A029858,062509,2.0
A016909,062015,1.0
A016914,080703,4.0
A016927,112205,5.0
A023039,112205,5.0
A016928,401211,3.0
A017783,401211,1.0
A025691,401211,1.0
A027538,401211,2.0
A027559,401211,1.0
A029879,401211,4.0
A029896,401211,2.0
A029898,401211,2.0
A030249,401211,19.0
A030254,401211,20.0
A016933,090415,8.0
A027677,090415,3.0
A016934,071309,4.0
A027382,071309,4.0
A016936,052611,2.0
A016938,052527,2.0
A024337,052527,4.0
A016940,070811,5.0
A024605,070811,2.0
A024658,070811,9.0
A026030,070811,3.0
A026491,070811,2.0
A016991,041922,1.0
A017282,041922,3.0
A025276,041922,2.0
A016997,011806,2.0
A024176,011806,4.0
A017006,041629,1.0
A024081,041629,2.0
A024110,041629,2.0
A017008,022502,5.0
A017016,022502,2.0
A017068,022502,1.0
A017672,022502,2.0
A029192,022502,6.0
A017072,010504,2.0
A019988,010504,12.0
A020569,010504,8.0
A021289,010504,2.0
A017104,021802,2.0
A026639,021802,2.0
A017105,040206,4.0
A017300,040206,10.0
A020916,040206,3.0
A017137,011606,5.0
A020911,011606,1.0
A024076,011606,5.0
A017185,022705,5.0
A018038,022705,33.0
A020614,022705,1.0
A024631,022705,8.0
A030266,022705,47.0
A017197,061004,2.0
A020680,061004,2.0
A023009,061004,1.0
A023292,061004,4.0
A024445,061004,7.0
A024650,061004,2.0
A026930,061004,3.0
A027810,061004,3.0
A029918,061004,2.0
A030125,061004,1.0
A017198,022002,2.0
A017314,041823,2.0
A020661,041823,5.0
A017329,020405,3.0
A017944,020405,3.0
A022643,020405,4.0
A023214,020405,3.0
A024199,020405,4.0
A029974,020405,2.0
A017401,031107,5.0
A020973,031107,2.0
A022170,031107,1.0
A017454,041310,5.0
A019891,041310,1.0
A017471,041518,1.0
A017639,041518,1.0
A030163,041518,2.0
A017509,022301,6.0
A030302,022301,17.0
A017510,021105,11.0
A026808,021105,4.0
A029924,021105,3.0
A017519,030106,76.0
A018903,030106,4.0
A019867,030106,1.0
A023367,030106,3.0
A017523,600707,3.0
A017533,601301,1.0
A017537,600803,3.0
A017538,602303,2.0
A017543,601101,7.0
A017546,600403,10.0
A017554,020806,5.0
A020178,020806,3.0
A025334,020806,2.0
A029322,020806,2.0
A029335,020806,4.0
A017557,042113,5.0
A017577,042113,5.0
A017560,040709,3.0
A025550,040709,2.0
A030010,040709,2.0
A017573,061604,4.0
A020449,061604,8.0
A021201,061604,53.0
A022623,061604,2.0
A022624,061604,2.0
A022729,061604,1.0
A017583,031801,23.0
A020078,031801,13.0
A025151,031801,11.0
A017591,032117,1.0
A017592,041713,5.0
A021194,041713,15.0
A017609,030209,3.0
A022166,030209,3.0
A017611,032011,1.0
A028717,032011,2.0
A017655,042606,5.0
A017748,022010,1.0
A018285,022010,2.0
A018663,022010,3.0
A022694,022010,8.0
A017755,022807,1.0
A020074,022807,2.0
A021976,022807,1.0
A017837,040109,1.0
A019836,040109,2.0
A025529,040109,1.0
A029288,040109,3.0
A017898,010907,3.0
A020282,010907,2.0
A025019,010907,3.0
A026612,010907,1.0
A027138,010907,1.0
A028900,010907,4.0
A029684,010907,1.0
A030002,010907,4.0
A030017,010907,1.0
A030098,010907,8.0
A018060,050826,1.0
A018076,051129,1.0
A025827,051129,1.0
A029945,051129,4.0
A018127,020607,3.0
A019394,020607,5.0
A020081,020607,2.0
A029293,020607,2.0
A018167,050604,22.0
A018352,050604,1.0
A019489,050604,10.0
A027399,050604,6.0
A018249,022012,3.0
A021666,022012,2.0
A018277,030925,1.0
A026979,030925,4.0
A018290,042830,1.0
A022248,042830,2.0
A022591,042830,1.0
A029220,042830,1.0
A029227,042830,2.0
A018350,012305,4.0
A029723,012305,19.0
A018357,032017,3.0
A018365,020813,3.0
A022809,020813,2.0
A018390,011705,4.0
A018400,030409,1.0
A025551,030409,2.0
A028784,030409,2.0
A018404,031011,2.0
A018426,040613,1.0
A018911,040613,7.0
A019212,040613,1.0
A022231,040613,1.0
A018447,020924,2.0
A018448,031809,1.0
A022605,031809,6.0
A028544,031809,1.0
A029264,031809,2.0
A029265,031809,5.0
A018455,112513,1.0
A023861,112513,2.0
A026640,112513,1.0
A018461,050913,2.0
A030134,050913,5.0
A018468,072109,1.0
A021378,072109,2.0
A026404,072109,2.0
A026456,072109,2.0
A018470,090107,2.0
A021530,090107,1.0
A024237,090107,1.0
A024885,090107,1.0
A027737,090107,1.0
A018471,062409,2.0
A028009,062409,4.0
A018474,030915,1.0
A021501,030915,1.0
A021664,030915,2.0
A022703,030915,3.0
A018484,031509,1.0
A018486,031509,1.0
A028347,031509,2.0
A018489,031722,1.0
A020169,031722,4.0
A028856,031722,1.0
A029740,031722,1.0
A018490,022607,1.0
A028838,022607,3.0
A028879,022607,1.0
A028897,022607,2.0
A018492,032709,1.0
A018494,030523,1.0
A019868,030523,2.0
A021034,030523,1.0
A018567,061921,1.0
A028536,061921,3.0
A018602,022409,2.0
A022183,022409,2.0
A018617,053024,2.0
A021758,053024,3.0
A029302,053024,4.0
A018627,032321,1.0
A026104,032321,26.0
A018633,052123,2.0
A024363,052123,3.0
A028694,052123,3.0
A018639,041719,5.0
A019704,041719,1.0
A028977,041719,1.0
A018641,042514,1.0
A019847,042514,2.0
A021954,042514,1.0
A018685,040418,2.0
A019857,040418,2.0
A022788,040418,2.0
A018690,032623,1.0
A018694,022324,2.0
A018739,032522,3.0
A021979,032522,2.0
A027540,032522,2.0
A018755,052224,2.0
A030410,052224,5.0
A018763,050915,2.0
A027990,050915,1.0
A028756,050915,1.0
A018766,050119,2.0
A018769,071115,2.0
A020365,071115,3.0
A023195,071115,3.0
A027901,071115,1.0
A018792,062611,2.0
A018831,042017,2.0
A029021,042017,3.0
A029035,042017,2.0
A018854,012402,1.0
A024229,012402,3.0
A018869,041618,3.0
A024507,041618,5.0
A018922,020812,3.0
A019206,020812,3.0
A022787,020812,6.0
A018932,022406,3.0
A018942,031207,1.0
A018944,041511,2.0
A027391,041511,4.0
A030156,041511,3.0
A018949,031811,2.0
A029028,031811,4.0
A029276,031811,5.0
A019010,011305,6.0
A021184,011305,11.0
A024495,011305,1.0
A026533,011305,52.0
A019023,022407,2.0
A024106,022407,4.0
A028259,022407,2.0
A028842,022407,3.0
A019035,020513,1.0
A023168,020513,2.0
A023321,020513,8.0
A028946,020513,3.0
A019037,023025,1.0
A019746,023025,1.0
A025442,023025,2.0
A026454,023025,2.0
A029604,023025,2.0
A019042,032826,2.0
A019048,052521,4.0
A019062,041812,9.0
A019066,032730,4.0
A019837,032730,5.0
A019079,042618,1.0
A019087,041201,6.0
A019135,032421,1.0
A019139,062309,2.0
A019862,062309,1.0
A021512,062309,2.0
A024353,062309,4.0
A019152,032025,4.0
A019155,060309,3.0
A028005,060309,5.0
A019156,030517,1.0
A029218,030517,2.0
A029294,030517,2.0
A019165,023022,3.0
A024714,023022,2.0
A025286,023022,12.0
A019170,040119,2.0
A019781,040119,1.0
A021415,040119,5.0
A021428,040119,2.0
A022090,040119,8.0
A022819,040119,3.0
A019176,061105,1.0
A021608,061105,4.0
A022387,061105,1.0
A022710,061105,4.0
A026488,061105,2.0
A026814,061105,23.0
A028837,061105,2.0
A029032,061105,1.0
A019188,031914,2.0
A020399,031914,1.0
A027405,031914,5.0
A019189,021607,1.0
A023225,021607,2.0
A028954,021607,1.0
A029528,021607,1.0
A019193,050727,2.0
A019640,050727,2.0
A030314,050727,14.0
A019208,031119,2.0
A029303,031119,2.0
A019235,101103,1.0
A019343,101103,22.0
A023278,101103,2.0
A019236,100305,7.0
A023635,100305,2.0
A030292,100305,5.0
A019241,090405,5.0
A024198,090405,1.0
A024822,090405,1.0
A024848,090405,4.0
A019242,090703,6.0
A023948,090703,3.0
A019244,091507,10.0
A027527,091507,2.0
A019246,092203,16.0
A019393,092203,3.0
A019247,081409,5.0
A019253,092215,3.0
A023020,092215,2.0
A019256,110909,5.0
A019259,102703,7.0
A019260,061221,2.0
A024195,061221,1.0
A025967,061221,2.0
A019262,090309,3.0
A019321,090309,2.0
A019263,072307,2.0
A024992,072307,2.0
A019264,100611,9.0
A019266,090111,11.0
A019267,101007,12.0
A019302,011206,3.0
A027058,011206,2.0
A019313,110703,8.0
A019319,102109,10.0
A019320,101207,13.0
A019322,091505,17.0
A019323,102411,4.0
A024323,102411,1.0
A019325,062019,2.0
A019329,062019,3.0
A019332,102311,6.0
A026254,102311,2.0
A019335,090907,1.0
A019336,031909,5.0
A019339,091305,5.0
A027607,091305,1.0
A019341,090707,9.0
A019342,092305,11.0
A024249,092305,35.0
A030415,092305,2.0
A030419,092305,3.0
A019350,022608,2.0
A025422,022608,4.0
A019352,041718,2.0
A019414,041718,2.0
A026111,041718,4.0
A027627,041718,3.0
A019353,020609,1.0
A023781,020609,2.0
A028880,020609,2.0
A019360,040220,3.0
A025615,040220,2.0
A029863,040220,2.0
A019377,070807,13.0
A024194,070807,2.0
A019378,071603,16.0
A019389,041230,5.0
A022531,041230,1.0
A019396,091003,16.0
A023873,091003,11.0
A019400,052125,17.0
A029279,052125,5.0
A019401,090605,14.0
A019413,051333,3.0
A019422,090109,8.0
A026377,090109,1.0
A026611,090109,2.0
A028624,090109,2.0
A019423,111603,14.0
A019448,102505,3.0
A019452,102313,4.0
A020823,102313,2.0
A020824,102313,2.0
A020826,102313,3.0
A021346,102313,7.0
A021359,102313,4.0
A019458,081505,1.0
A019460,072309,5.0
A019462,042622,7.0
A019472,112709,12.0
A028163,112709,2.0
A019474,111503,10.0
A023843,111503,1.0
A019485,032118,1.0
A023405,032118,2.0
A029019,032118,2.0
A029327,032118,3.0
A019499,041711,3.0
A021960,041711,2.0
A019561,012403,1.0
A020293,012403,4.0
A020976,012403,2.0
A019581,100505,3.0
A019586,051331,2.0
A024246,051331,4.0
A024892,051331,1.0
A019587,031209,3.0
A019597,061415,2.0
A019618,022606,6.0
A019626,032712,2.0
A020426,032712,3.0
A020959,032712,2.0
A028964,032712,2.0
A019631,042601,6.0
A019636,042601,5.0
A028834,042601,2.0
A019655,041717,2.0
A024729,041717,1.0
A030298,041717,11.0
