"location","aisle","bay","loclevel","x_length","y_width","z_height","heightfromfloor","attractiveness","distance_from_io_to_aisle","fetch_tool","putaway_zone","fetch_zone","volume","available_volume"
"041220","04",12,20,10.625,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.880546875,0.880546875
"041221","04",12,21,14.025,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041222","04",12,22,9.562500000000002,-16.08875,8.275,8.275,0.00012046612560310235,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041223","04",12,23,14.025,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041224","04",12,24,14.025,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041225","04",12,25,14.025,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041226","04",12,26,14.025,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041227","04",12,27,14.025,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.365765625,0.365765625
"041228","04",12,28,12.170454545454545,-16.08875,10.825,10.825,9.215665110102431e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.24938565340909086,0.24938565340909086
"041230","04",12,30,7.171875,-16.08875,10.9375,10.9375,9.121100971613879e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.3429052734375,0.3429052734375
"041301","04",13,1,16.575000000000003,-16.08875,0.0,0.25,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.38178125,1.38178125
"041303","04",13,3,16.575000000000003,-16.08875,0.0,1.1,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.38178125,1.38178125
"041305","04",13,5,16.575000000000003,-16.08875,0.0,1.95,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041306","04",13,6,16.575000000000003,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041307","04",13,7,16.575000000000003,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041308","04",13,8,2.125,-16.08875,3.225,3.225,0.00030758926528843606,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.151484375,1.151484375
"041309","04",13,9,16.575000000000003,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041310","04",13,10,2.732142857142857,-16.08875,4.075,4.075,0.0002438376882236455,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.4804799107142856,1.4804799107142856
"041311","04",13,11,16.575000000000003,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041312","04",13,12,16.575000000000003,-16.08875,4.925,4.925,0.0002019757775499379,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041313","04",13,13,16.575000000000003,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041314","04",13,14,15.026785714285714,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5660658482142856,0.5660658482142856
"041315","04",13,15,16.575000000000003,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041317","04",13,17,16.575000000000003,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041319","04",13,19,16.575000000000003,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041320","04",13,20,11.15625,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.66041015625,0.66041015625
"041321","04",13,21,16.575000000000003,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041323","04",13,23,16.575000000000003,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041324","04",13,24,16.575000000000003,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041325","04",13,25,16.575000000000003,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041326","04",13,26,16.575000000000003,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041327","04",13,27,16.575000000000003,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041401","04",14,1,16.575000000000003,-16.08875,0.0,0.25,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.38178125,1.38178125
"041403","04",14,3,16.575000000000003,-16.08875,0.0,1.1,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041404","04",14,4,17.758928571428573,-16.08875,0.0,1.525,0.022806224470264348,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.7402399553571428,0.7402399553571428
"041405","04",14,5,16.575000000000003,-16.08875,0.0,1.95,0.02343910228238258,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041406","04",14,6,16.18269230769231,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.7971814903846154,0.7971814903846154
"041407","04",14,7,16.575000000000003,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041409","04",14,9,16.575000000000003,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041411","04",14,11,16.575000000000003,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041413","04",14,13,16.575000000000003,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041414","04",14,14,19.125,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.7204474431818181,0.7204474431818181
"041415","04",14,15,16.575000000000003,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041417","04",14,17,16.575000000000003,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041419","04",14,19,16.575000000000003,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041420","04",14,20,14.875,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.880546875,0.880546875
"041421","04",14,21,16.575000000000003,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041422","04",14,22,13.387500000000001,-16.08875,8.275,8.275,0.00012046612560310235,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041423","04",14,23,16.575000000000003,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041424","04",14,24,16.575000000000003,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041425","04",14,25,16.575000000000003,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041426","04",14,26,16.575000000000003,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041427","04",14,27,16.575000000000003,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.365765625,0.365765625
"041428","04",14,28,15.647727272727273,-16.08875,10.825,10.825,9.215665110102431e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.24938565340909086,0.24938565340909086
"041430","04",14,30,11.953125,-16.08875,10.9375,10.9375,9.121100971613879e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.3429052734375,0.3429052734375
"041501","04",15,1,19.125000000000004,-16.08875,0.0,0.25,0.022117165685217436,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041502","04",15,2,2.732142857142857,-16.08875,0.0,0.675,0.03469705137022373,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.4804799107142856,1.4804799107142856
"041503","04",15,3,19.125000000000004,-16.08875,0.0,1.1,0.022117165685217436,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041504","04",15,4,19.125000000000004,-16.08875,1.525,1.525,0.0006447084346398619,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.7971814903846154,0.7971814903846154
"041505","04",15,5,19.125000000000004,-16.08875,1.95,1.95,0.0005060501457740702,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.690890625,0.690890625
"041506","04",15,6,19.125000000000004,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.690890625,0.690890625
"041507","04",15,7,19.125000000000004,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041508","04",15,8,6.375,-16.08875,3.225,3.225,0.00030758926528843606,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.151484375,1.151484375
"041509","04",15,9,19.125000000000004,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041510","04",15,10,8.196428571428571,-16.08875,4.075,4.075,0.0002438376882236455,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.4804799107142856,1.4804799107142856
"041511","04",15,11,19.125000000000004,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041512","04",15,12,19.125000000000004,-16.08875,4.925,4.925,0.0002019757775499379,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041513","04",15,13,19.125000000000004,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041514","04",15,14,17.758928571428573,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5660658482142856,0.5660658482142856
"041515","04",15,15,19.125000000000004,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041517","04",15,17,19.125000000000004,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041518","04",15,18,17.2125,-16.08875,6.975,6.975,0.00014283492692475868,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041519","04",15,19,19.125000000000004,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041520","04",15,20,14.34375,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.66041015625,0.66041015625
"041521","04",15,21,19.125000000000004,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041523","04",15,23,19.125000000000004,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041524","04",15,24,19.125000000000004,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041525","04",15,25,19.125000000000004,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041526","04",15,26,19.125000000000004,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041527","04",15,27,19.125000000000004,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041601","04",16,1,19.125000000000004,-16.08875,0.0,0.25,0.022117165685217436,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.38178125,1.38178125
"041603","04",16,3,19.125000000000004,-16.08875,0.0,1.1,0.022117165685217436,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041604","04",16,4,20.49107142857143,-16.08875,0.0,1.525,0.021468523693966193,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.7402399553571428,0.7402399553571428
"041605","04",16,5,19.125000000000004,-16.08875,0.0,1.95,0.022117165685217436,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041606","04",16,6,19.125000000000004,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.7971814903846154,0.7971814903846154
"041607","04",16,7,19.125000000000004,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041609","04",16,9,19.125000000000004,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041611","04",16,11,19.125000000000004,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041612","04",16,12,17.758928571428573,-16.08875,4.925,4.925,0.0002019757775499379,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.7402399553571428,0.7402399553571428
"041613","04",16,13,19.125000000000004,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041614","04",16,14,22.602272727272727,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.7204474431818181,0.7204474431818181
"041615","04",16,15,19.125000000000004,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041617","04",16,17,19.125000000000004,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041618","04",16,18,17.2125,-16.08875,6.975,6.975,0.00014283492692475868,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041619","04",16,19,19.125000000000004,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041621","04",16,21,19.125000000000004,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041622","04",16,22,17.2125,-16.08875,8.275,8.275,0.00012046612560310235,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041623","04",16,23,19.125000000000004,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041624","04",16,24,19.125000000000004,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041625","04",16,25,19.125000000000004,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041626","04",16,26,19.125000000000004,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041627","04",16,27,19.125000000000004,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.365765625,0.365765625
"041628","04",16,28,19.125,-16.08875,10.825,10.825,9.215665110102431e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.24938565340909086,0.24938565340909086
"041629","04",16,29,14.875,-16.08875,10.9375,10.9375,9.121100971613879e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.30480468749999995,0.30480468749999995
"041701","04",17,1,21.675000000000004,-16.08875,0.0,0.25,0.020936379576561723,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041702","04",17,2,8.196428571428571,-16.08875,0.0,0.675,0.029167122402954212,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.4804799107142856,1.4804799107142856
"041703","04",17,3,21.675000000000004,-16.08875,0.0,1.1,0.020936379576561723,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041704","04",17,4,22.067307692307697,-16.08875,1.525,1.525,0.0006447084346398619,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.7971814903846154,0.7971814903846154
"041705","04",17,5,21.675000000000004,-16.08875,1.95,1.95,0.0005060501457740702,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.690890625,0.690890625
"041706","04",17,6,21.675000000000004,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-MDK-14","OPT04",0.690890625,0.690890625
"041707","04",17,7,21.675000000000004,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041708","04",17,8,10.625,-16.08875,3.225,3.225,0.00030758926528843606,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.151484375,1.151484375
"041709","04",17,9,21.675000000000004,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041710","04",17,10,13.660714285714285,-16.08875,4.075,4.075,0.0002438376882236455,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.4804799107142856,1.4804799107142856
"041711","04",17,11,21.675000000000004,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041712","04",17,12,21.675000000000004,-16.08875,4.925,4.925,0.0002019757775499379,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041713","04",17,13,21.675000000000004,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041714","04",17,14,20.49107142857143,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5660658482142856,0.5660658482142856
"041715","04",17,15,21.675000000000004,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041717","04",17,17,21.675000000000004,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041718","04",17,18,21.037499999999998,-16.08875,6.975,6.975,0.00014283492692475868,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041719","04",17,19,21.675000000000004,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041720","04",17,20,17.53125,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.66041015625,0.66041015625
"041721","04",17,21,21.675000000000004,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041722","04",17,22,8.196428571428571,-16.08875,8.275,8.275,0.00012046612560310235,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.1321316964285713,1.1321316964285713
"041723","04",17,23,21.675000000000004,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041724","04",17,24,21.675000000000004,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041725","04",17,25,21.675000000000004,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041726","04",17,26,21.675000000000004,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041727","04",17,27,21.675000000000004,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041801","04",18,1,21.675000000000004,-16.08875,0.0,0.25,0.020936379576561723,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",1.38178125,1.38178125
"041803","04",18,3,21.675000000000004,-16.08875,0.0,1.1,0.020936379576561723,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041804","04",18,4,23.22321428571429,-16.08875,0.0,1.525,0.020279054271818992,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.7402399553571428,0.7402399553571428
"041805","04",18,5,21.675000000000004,-16.08875,0.0,1.95,0.020936379576561723,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
"041806","04",18,6,22.067307692307697,-16.08875,2.375,2.375,0.0004164777332782889,26.08875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.7971814903846154,0.7971814903846154
"041807","04",18,7,21.675000000000004,-16.08875,2.8,2.8,0.00035384592929008335,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041809","04",18,9,21.675000000000004,-16.08875,3.65,3.65,0.0002720282528543415,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.38178125,1.38178125
"041811","04",18,11,21.675000000000004,-16.08875,4.5,4.5,0.00022094131494880653,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.690890625,0.690890625
"041812","04",18,12,20.49107142857143,-16.08875,4.925,4.925,0.0002019757775499379,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.7402399553571428,0.7402399553571428
"041813","04",18,13,21.675000000000004,-16.08875,5.35,5.35,0.0001860088340245499,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041814","04",18,14,26.079545454545453,-16.08875,5.675,5.675,0.00017540509257990414,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",0.7204474431818181,0.7204474431818181
"041815","04",18,15,21.675000000000004,-16.08875,6.0,6.0,0.0001659451165567384,26.08875,"ORDER_PICKER","OPT-B-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041817","04",18,17,21.675000000000004,-16.08875,6.65,6.65,0.0001497883023199774,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041818","04",18,18,21.037499999999998,-16.08875,6.975,6.975,0.00014283492692475868,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041819","04",18,19,21.675000000000004,-16.08875,7.3,7.3,0.00013649848290467407,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041820","04",18,20,19.125,-16.08875,7.625,7.625,0.00013070035293996556,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.880546875,0.880546875
"041821","04",18,21,21.675000000000004,-16.08875,7.95,7.95,0.00012537473332402426,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.5283281249999999,0.5283281249999999
"041822","04",18,22,21.037499999999998,-16.08875,8.275,8.275,0.00012046612560310235,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.7924921875000001,0.7924921875000001
"041823","04",18,23,21.675000000000004,-16.08875,8.6,8.6,0.00011592739525199065,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",1.0566562499999999,1.0566562499999999
"041824","04",18,24,21.675000000000004,-16.08875,9.25,9.25,0.00010780405696312467,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041825","04",18,25,21.675000000000004,-16.08875,9.7,9.7,0.00010281625283339101,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041826","04",18,26,21.675000000000004,-16.08875,10.15,10.15,9.826958319324798e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.73153125,0.73153125
"041827","04",18,27,21.675000000000004,-16.08875,10.6,10.6,9.410800375632097e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.365765625,0.365765625
"041829","04",18,29,19.125,-16.08875,10.825,10.825,9.215665110102431e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.30480468749999995,0.30480468749999995
"041830","04",18,30,16.734375,-16.08875,10.9375,10.9375,9.121100971613879e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.17145263671875,0.17145263671875
"041831","04",18,31,15.9375,-16.08875,10.99375,10.99375,9.074542946465527e-05,26.08875,"ORDER_PICKER","OPT-C-01-04","OPT04",0.22860351562499998,0.22860351562499998
"041901","04",19,1,24.225000000000005,-16.08875,0.0,0.25,0.01987528260167449,26.08875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.690890625,0.690890625
